"","ProductType.Accessories","ProductType.Display","ProductType.ExtendedWarranty","ProductType.GameConsole","ProductType.Laptop","ProductType.Netbook","ProductType.PC","ProductType.Printer","ProductType.PrinterSupplies","ProductType.Smartphone","ProductType.Software","ProductType.Tablet","x4StarReviews","x2StarReviews","PositiveServiceReview","Volume","Prediction","Error","Model","Partition"
"46",1,0,0,0,0,0,0,0,0,0,0,0,0.573456252180145,0.335615023487179,0.161130185506356,1464,658.46,-2.46,"svmPoly","training"
"47",1,0,0,0,0,0,0,0,0,0,0,0,1.08150646707898,0.612386531843125,-0.338487262485966,836,672.31,-0.39,"svmPoly","training"
"48",1,0,0,0,0,0,0,0,0,0,0,0,4.84954556091198,2.13462982780083,0.827286782829451,2140,2200.6,0.34,"svmPoly","training"
"49",1,0,0,0,0,0,0,0,0,0,0,0,-0.633163008204581,-0.217927993224714,-0.449513362039815,52,99.12,0.3,"svmPoly","training"
"51",1,0,0,0,0,0,0,0,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.493923801861355,12,72.61,0.34,"svmPoly","training"
"52",1,0,0,0,0,0,0,0,0,0,0,0,0.0230685193730773,-0.102606531409737,-0.43841075208443,204,308.21,0.48,"svmPoly","training"
"53",1,0,0,0,0,0,0,0,0,0,0,0,0.128912314143667,-0.125670823772732,0.383182384614054,1896,582.1,-4.11,"svmPoly","training"
"55",1,0,0,0,0,0,0,0,0,0,0,0,0.107743555189549,-0.102606531409737,-0.360692482396736,904,357.47,-1.62,"svmPoly","training"
"56",0,1,0,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.171799408498723,-0.427308142129045,360,283.18,-0.1,"svmPoly","training"
"58",0,1,0,0,0,0,0,0,0,0,0,0,-0.400306659709283,-0.148735116135728,-0.4606159719952,104,180.86,0.39,"svmPoly","training"
"59",0,1,0,0,0,0,0,0,0,0,0,0,-0.463812936571637,-0.24099228558771,-0.4606159719952,84,160.5,0.39,"svmPoly","training"
"60",0,0,0,0,0,0,0,1,0,0,0,0,-0.146281552259867,-0.125670823772732,-0.4606159719952,296,235.27,-0.05,"svmPoly","training"
"61",0,0,0,0,0,0,0,1,0,0,0,0,0.0230685193730773,-0.194863700861719,-0.449513362039815,232,291.11,0.34,"svmPoly","training"
"62",0,0,0,0,0,0,0,1,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.50502641181674,16,56.01,0.27,"svmPoly","training"
"63",0,0,0,0,0,0,0,1,0,0,0,0,-0.611994249250463,-0.217927993224714,-0.50502641181674,32,76.12,0.29,"svmPoly","training"
"64",0,0,0,0,0,0,0,1,0,0,0,0,-0.675500526112817,-0.24099228558771,-0.493923801861355,8,59.39,0.31,"svmPoly","training"
"65",0,0,0,0,0,0,0,1,0,0,0,0,-0.400306659709283,-0.125670823772732,-0.4606159719952,80,155.83,0.39,"svmPoly","training"
"68",0,0,0,0,0,0,0,1,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.471718581950585,32,65.78,0.25,"svmPoly","training"
"69",0,0,0,0,0,0,0,1,0,0,0,0,0.234756108914257,-0.0103493619577544,-0.416205532173661,396,368.06,0.05,"svmPoly","training"
"70",0,0,0,0,0,1,0,0,0,0,0,0,-0.675500526112817,-0.24099228558771,-0.50502641181674,4,64.47,0.34,"svmPoly","training"
"71",0,0,0,0,0,0,0,0,0,0,0,1,0.721637564858971,0.197229269309205,-0.371795092352121,592,544.28,-0.01,"svmPoly","training"
"75",0,0,0,0,0,0,0,0,0,0,0,1,-0.654331767158699,-0.264056577950705,-0.50502641181674,12,72.47,0.34,"svmPoly","training"
"76",0,0,0,0,0,0,0,0,0,1,0,0,-0.146281552259867,-0.0103493619577544,-0.405102922218276,248,277.31,0.24,"svmPoly","training"
"77",0,0,0,0,0,0,0,0,0,1,0,0,-0.315631623892811,-0.217927993224714,-0.449513362039815,72,210.22,0.59,"svmPoly","training"
"79",0,0,0,0,0,0,0,0,0,1,0,0,-0.0827752753975127,-0.03341365432075,-0.260768992798272,1472,339.37,-3.52,"svmPoly","training"
"80",0,0,0,1,0,0,0,0,0,0,0,0,1.16618150289545,0.0588435151312322,-0.183050723110577,1684,1623.32,-0.05,"svmPoly","training"
"7",1,0,0,0,0,0,0,0,0,0,0,0,-0.611994249250463,-0.264056577950705,-0.471718581950585,44,98.98,0.46,"svmPoly","testing"
"10",1,0,0,0,0,0,0,0,0,0,0,0,-0.654331767158699,-0.264056577950705,-0.48282119190597,40,82.49,0.42,"svmPoly","testing"
"13",1,0,0,0,0,0,0,0,0,0,0,0,-0.506150454479873,-0.264056577950705,-0.48282119190597,40,128.83,0.58,"svmPoly","testing"
"15",1,0,0,0,0,0,0,0,0,0,0,0,1.82241303047311,-0.102606531409737,0.127822355640201,1396,1036.94,-0.98,"svmPoly","testing"
"16",1,0,0,0,0,0,0,0,0,0,0,0,-0.548487972388109,-0.217927993224714,-0.50502641181674,32,109.32,0.54,"svmPoly","testing"
"22",0,0,0,0,0,0,0,0,0,0,1,0,3.28305739830725,0.704643701295107,0.105617135729431,1576,1466.4,-0.11,"svmPoly","testing"
"28",0,0,0,0,0,0,0,1,0,0,0,0,-0.506150454479873,-0.24099228558771,-0.449513362039815,88,125.37,0.4,"svmPoly","testing"
"35",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1171.38,0.06,"svmPoly","testing"
"37",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1171.38,0.06,"svmPoly","testing"
"42",0,0,0,0,0,0,1,0,0,0,0,0,-0.527319213433991,-0.264056577950705,-0.449513362039815,84,108.88,0.36,"svmPoly","testing"
"45",1,0,0,0,0,0,0,0,0,0,0,0,-0.0192689985351587,-0.148735116135728,0.0501040859525063,1536,437.97,-3.57,"svmPoly","testing"
"54",1,0,0,0,0,0,0,0,0,0,0,0,0.467612457409555,-0.217927993224714,-0.427308142129045,432,449.86,0.33,"svmPoly","testing"
"57",0,1,0,0,0,0,0,0,0,0,0,0,0.0230685193730773,0.0357792227682367,-0.371795092352121,656,340.28,-0.83,"svmPoly","testing"
"66",0,0,0,0,0,0,0,1,0,0,0,0,-0.654331767158699,-0.264056577950705,-0.50502641181674,0,62.63,0.49,"svmPoly","testing"
"67",0,0,0,0,0,0,0,1,0,0,0,0,1.20851902080369,0.243357854035197,-0.0387167936905731,824,784.62,0.13,"svmPoly","testing"
"72",0,0,0,0,0,0,0,0,0,1,0,0,-0.654331767158699,-0.217927993224714,-0.493923801861355,16,91.28,0.54,"svmPoly","testing"
"74",0,0,0,0,0,0,0,0,0,0,0,1,0.404106180547201,0.0127149304052411,-0.349589872441351,344,450.52,0.64,"svmPoly","testing"
"78",0,0,0,0,0,1,0,0,0,0,0,0,-0.463812936571637,-0.217927993224714,-0.471718581950585,88,140.56,0.46,"svmPoly","testing"
