"","ProductType.Accessories","ProductType.Display","ProductType.ExtendedWarranty","ProductType.GameConsole","ProductType.Laptop","ProductType.Netbook","ProductType.PC","ProductType.Printer","ProductType.PrinterSupplies","ProductType.Smartphone","ProductType.Software","ProductType.Tablet","x4StarReviews","x2StarReviews","PositiveServiceReview","Volume","Prediction","Error","Model","Partition"
"18",1,0,0,0,0,0,0,0,0,0,0,0,1.44137536929898,0.197229269309205,2.93678267435259,680,1407.72,4,"gbm","training"
"19",1,0,0,0,0,0,0,0,0,0,0,0,-0.421475418663401,-0.264056577950705,-0.471718581950585,60,30.17,-0.15,"gbm","training"
"20",0,0,0,0,0,0,0,0,0,0,1,0,-0.633163008204581,-0.217927993224714,-0.4606159719952,80,55.64,-0.12,"gbm","training"
"21",0,0,0,0,0,0,0,0,0,0,1,0,-0.357969141801047,-0.217927993224714,-0.449513362039815,136,73.56,-0.33,"gbm","training"
"23",0,0,0,0,0,0,0,0,0,0,1,0,3.91812016693079,8.26973159635765,1.09374942175869,2052,1478.73,-3.12,"gbm","training"
"24",0,0,0,0,0,0,0,0,0,0,1,0,-0.294462864938693,-0.24099228558771,-0.4606159719952,116,76.84,-0.2,"gbm","training"
"25",0,0,0,0,0,0,0,0,0,0,1,0,-0.0192689985351587,-0.194863700861719,-0.427308142129045,308,245.75,-0.33,"gbm","training"
"26",0,1,0,0,0,0,0,0,0,0,0,0,1.73773799465664,0.243357854035197,-0.0387167936905731,1224,1478.73,1.41,"gbm","training"
"27",0,0,0,0,0,0,0,1,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.493923801861355,32,23.54,-0.03,"gbm","training"
"29",0,0,0,0,0,0,0,0,1,0,0,0,-0.675500526112817,-0.24099228558771,-0.493923801861355,0,24.09,0.15,"gbm","training"
"30",0,0,0,0,0,0,0,0,1,0,0,0,-0.633163008204581,-0.264056577950705,-0.493923801861355,24,35.34,0.08,"gbm","training"
"31",0,0,0,0,0,0,0,0,1,0,0,0,-0.675500526112817,-0.264056577950705,-0.493923801861355,20,23.54,0.03,"gbm","training"
"32",0,0,1,0,0,0,0,0,0,0,0,0,-0.654331767158699,-0.24099228558771,-0.50502641181674,0,24.09,0.15,"gbm","training"
"33",0,0,1,0,0,0,0,0,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.50502641181674,20,23.54,0.03,"gbm","training"
"34",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1293.6,0.35,"gbm","training"
"36",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1293.6,0.35,"gbm","training"
"38",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1293.6,0.35,"gbm","training"
"39",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1293.6,0.35,"gbm","training"
"40",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1293.6,0.35,"gbm","training"
"41",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1293.6,0.35,"gbm","training"
"43",0,0,0,0,1,0,0,0,0,0,0,0,-0.379137900755165,-0.148735116135728,-0.43841075208443,88,98.87,0.07,"gbm","training"
"44",1,0,0,0,0,0,0,0,0,0,0,0,-0.0616065164433947,-0.171799408498723,-0.371795092352121,368,501.28,0.74,"gbm","training"
"46",1,0,0,0,0,0,0,0,0,0,0,0,0.573456252180145,0.335615023487179,0.161130185506356,1464,1407.72,-0.29,"gbm","training"
"47",1,0,0,0,0,0,0,0,0,0,0,0,1.08150646707898,0.612386531843125,-0.338487262485966,836,1079.5,1.35,"gbm","training"
"48",1,0,0,0,0,0,0,0,0,0,0,0,4.84954556091198,2.13462982780083,0.827286782829451,2140,1407.72,-3.99,"gbm","training"
"49",1,0,0,0,0,0,0,0,0,0,0,0,-0.633163008204581,-0.217927993224714,-0.449513362039815,52,21.9,-0.15,"gbm","training"
"51",1,0,0,0,0,0,0,0,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.493923801861355,12,-8.89,-0.1,"gbm","training"
"52",1,0,0,0,0,0,0,0,0,0,0,0,0.0230685193730773,-0.102606531409737,-0.43841075208443,204,196.09,-0.03,"gbm","training"
"53",1,0,0,0,0,0,0,0,0,0,0,0,0.128912314143667,-0.125670823772732,0.383182384614054,1896,1468.06,-2.33,"gbm","training"
"55",1,0,0,0,0,0,0,0,0,0,0,0,0.107743555189549,-0.102606531409737,-0.360692482396736,904,885.42,-0.09,"gbm","training"
"56",0,1,0,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.171799408498723,-0.427308142129045,360,233.71,-0.68,"gbm","training"
"58",0,1,0,0,0,0,0,0,0,0,0,0,-0.400306659709283,-0.148735116135728,-0.4606159719952,104,135.23,0.18,"gbm","training"
"59",0,1,0,0,0,0,0,0,0,0,0,0,-0.463812936571637,-0.24099228558771,-0.4606159719952,84,69.4,-0.07,"gbm","training"
"60",0,0,0,0,0,0,0,1,0,0,0,0,-0.146281552259867,-0.125670823772732,-0.4606159719952,296,236.51,-0.31,"gbm","training"
"61",0,0,0,0,0,0,0,1,0,0,0,0,0.0230685193730773,-0.194863700861719,-0.449513362039815,232,231.53,0.01,"gbm","training"
"62",0,0,0,0,0,0,0,1,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.50502641181674,16,23.54,0.06,"gbm","training"
"63",0,0,0,0,0,0,0,1,0,0,0,0,-0.611994249250463,-0.217927993224714,-0.50502641181674,32,37.59,0.04,"gbm","training"
"64",0,0,0,0,0,0,0,1,0,0,0,0,-0.675500526112817,-0.24099228558771,-0.493923801861355,8,24.09,0.1,"gbm","training"
"65",0,0,0,0,0,0,0,1,0,0,0,0,-0.400306659709283,-0.125670823772732,-0.4606159719952,80,182.61,0.58,"gbm","training"
"68",0,0,0,0,0,0,0,1,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.471718581950585,32,39.13,0.05,"gbm","training"
"69",0,0,0,0,0,0,0,1,0,0,0,0,0.234756108914257,-0.0103493619577544,-0.416205532173661,396,360.41,-0.18,"gbm","training"
"70",0,0,0,0,0,1,0,0,0,0,0,0,-0.675500526112817,-0.24099228558771,-0.50502641181674,4,24.09,0.12,"gbm","training"
"71",0,0,0,0,0,0,0,0,0,0,0,1,0.721637564858971,0.197229269309205,-0.371795092352121,592,711.18,0.67,"gbm","training"
"75",0,0,0,0,0,0,0,0,0,0,0,1,-0.654331767158699,-0.264056577950705,-0.50502641181674,12,23.54,0.08,"gbm","training"
"76",0,0,0,0,0,0,0,0,0,1,0,0,-0.146281552259867,-0.0103493619577544,-0.405102922218276,248,336,0.5,"gbm","training"
"77",0,0,0,0,0,0,0,0,0,1,0,0,-0.315631623892811,-0.217927993224714,-0.449513362039815,72,83.6,0.08,"gbm","training"
"79",0,0,0,0,0,0,0,0,0,1,0,0,-0.0827752753975127,-0.03341365432075,-0.260768992798272,1472,1364.19,-0.58,"gbm","training"
"80",0,0,0,1,0,0,0,0,0,0,0,0,1.16618150289545,0.0588435151312322,-0.183050723110577,1684,1478.73,-1.11,"gbm","training"
"7",1,0,0,0,0,0,0,0,0,0,0,0,-0.611994249250463,-0.264056577950705,-0.471718581950585,44,12.12,-0.37,"gbm","testing"
"10",1,0,0,0,0,0,0,0,0,0,0,0,-0.654331767158699,-0.264056577950705,-0.48282119190597,40,0.75,-0.4,"gbm","testing"
"13",1,0,0,0,0,0,0,0,0,0,0,0,-0.506150454479873,-0.264056577950705,-0.48282119190597,40,43.29,-0.23,"gbm","testing"
"15",1,0,0,0,0,0,0,0,0,0,0,0,1.82241303047311,-0.102606531409737,0.127822355640201,1396,1399.69,-0.23,"gbm","testing"
"16",1,0,0,0,0,0,0,0,0,0,0,0,-0.548487972388109,-0.217927993224714,-0.50502641181674,32,19.84,-0.29,"gbm","testing"
"22",0,0,0,0,0,0,0,0,0,0,1,0,3.28305739830725,0.704643701295107,0.105617135729431,1576,1478.73,-0.63,"gbm","testing"
"28",0,0,0,0,0,0,0,1,0,0,0,0,-0.506150454479873,-0.24099228558771,-0.449513362039815,88,76.1,-0.29,"gbm","testing"
"35",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1293.6,0,"gbm","testing"
"37",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1293.6,0,"gbm","testing"
"42",0,0,0,0,0,0,1,0,0,0,0,0,-0.527319213433991,-0.264056577950705,-0.449513362039815,84,65.84,-0.31,"gbm","testing"
"45",1,0,0,0,0,0,0,0,0,0,0,0,-0.0192689985351587,-0.148735116135728,0.0501040859525063,1536,1379.72,-0.86,"gbm","testing"
"54",1,0,0,0,0,0,0,0,0,0,0,0,0.467612457409555,-0.217927993224714,-0.427308142129045,432,230.62,-1.03,"gbm","testing"
"57",0,1,0,0,0,0,0,0,0,0,0,0,0.0230685193730773,0.0357792227682367,-0.371795092352121,656,711.18,-0.03,"gbm","testing"
"66",0,0,0,0,0,0,0,1,0,0,0,0,-0.654331767158699,-0.264056577950705,-0.50502641181674,0,23.54,-0.15,"gbm","testing"
"67",0,0,0,0,0,0,0,1,0,0,0,0,1.20851902080369,0.243357854035197,-0.0387167936905731,824,1478.73,2.33,"gbm","testing"
"72",0,0,0,0,0,0,0,0,0,1,0,0,-0.654331767158699,-0.217927993224714,-0.493923801861355,16,32.16,-0.18,"gbm","testing"
"74",0,0,0,0,0,0,0,0,0,0,0,1,0.404106180547201,0.0127149304052411,-0.349589872441351,344,1150.52,2.93,"gbm","testing"
"78",0,0,0,0,0,1,0,0,0,0,0,0,-0.463812936571637,-0.217927993224714,-0.471718581950585,88,81.38,-0.27,"gbm","testing"
