"","ProductType.Accessories","ProductType.Display","ProductType.ExtendedWarranty","ProductType.GameConsole","ProductType.Laptop","ProductType.Netbook","ProductType.PC","ProductType.Printer","ProductType.PrinterSupplies","ProductType.Smartphone","ProductType.Software","ProductType.Tablet","x4StarReviews","x2StarReviews","PositiveServiceReview","Volume","Prediction","Error","Model","Partition"
"18",1,0,0,0,0,0,0,0,0,0,0,0,1.44137536929898,0.197229269309205,2.93678267435259,680,1153.14,2.13,"knn","training"
"19",1,0,0,0,0,0,0,0,0,0,0,0,-0.421475418663401,-0.264056577950705,-0.471718581950585,60,70.4,0.26,"knn","training"
"20",0,0,0,0,0,0,0,0,0,0,1,0,-0.633163008204581,-0.217927993224714,-0.4606159719952,80,138.4,0.45,"knn","training"
"21",0,0,0,0,0,0,0,0,0,0,1,0,-0.357969141801047,-0.217927993224714,-0.449513362039815,136,142.4,0.24,"knn","training"
"23",0,0,0,0,0,0,0,0,0,0,1,0,3.91812016693079,8.26973159635765,1.09374942175869,2052,1386.4,-2.46,"knn","training"
"24",0,0,0,0,0,0,0,0,0,0,1,0,-0.294462864938693,-0.24099228558771,-0.4606159719952,116,142.4,0.33,"knn","training"
"25",0,0,0,0,0,0,0,0,0,0,1,0,-0.0192689985351587,-0.194863700861719,-0.427308142129045,308,174.4,-0.32,"knn","training"
"26",0,1,0,0,0,0,0,0,0,0,0,0,1.73773799465664,0.243357854035197,-0.0387167936905731,1224,1117.6,-0.21,"knn","training"
"27",0,0,0,0,0,0,0,1,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.493923801861355,32,24,0.19,"knn","training"
"29",0,0,0,0,0,0,0,0,1,0,0,0,-0.675500526112817,-0.24099228558771,-0.493923801861355,0,11.2,0.26,"knn","training"
"30",0,0,0,0,0,0,0,0,1,0,0,0,-0.633163008204581,-0.264056577950705,-0.493923801861355,24,12.67,0.17,"knn","training"
"31",0,0,0,0,0,0,0,0,1,0,0,0,-0.675500526112817,-0.264056577950705,-0.493923801861355,20,17,0.21,"knn","training"
"32",0,0,1,0,0,0,0,0,0,0,0,0,-0.654331767158699,-0.24099228558771,-0.50502641181674,0,7.43,0.25,"knn","training"
"33",0,0,1,0,0,0,0,0,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.50502641181674,20,16,0.2,"knn","training"
"34",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1232,0.22,"knn","training"
"36",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1232,0.22,"knn","training"
"38",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1232,0.22,"knn","training"
"39",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1232,0.22,"knn","training"
"40",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1232,0.22,"knn","training"
"41",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1232,0.22,"knn","training"
"43",0,0,0,0,1,0,0,0,0,0,0,0,-0.379137900755165,-0.148735116135728,-0.43841075208443,88,140,0.43,"knn","training"
"44",1,0,0,0,0,0,0,0,0,0,0,0,-0.0616065164433947,-0.171799408498723,-0.371795092352121,368,421.6,0.43,"knn","training"
"46",1,0,0,0,0,0,0,0,0,0,0,0,0.573456252180145,0.335615023487179,0.161130185506356,1464,1270.4,-0.56,"knn","training"
"47",1,0,0,0,0,0,0,0,0,0,0,0,1.08150646707898,0.612386531843125,-0.338487262485966,836,932,0.61,"knn","training"
"48",1,0,0,0,0,0,0,0,0,0,0,0,4.84954556091198,2.13462982780083,0.827286782829451,2140,1312.8,-3.11,"knn","training"
"49",1,0,0,0,0,0,0,0,0,0,0,0,-0.633163008204581,-0.217927993224714,-0.449513362039815,52,51.2,0.22,"knn","training"
"51",1,0,0,0,0,0,0,0,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.493923801861355,12,51.2,0.38,"knn","training"
"52",1,0,0,0,0,0,0,0,0,0,0,0,0.0230685193730773,-0.102606531409737,-0.43841075208443,204,421.6,1.1,"knn","training"
"53",1,0,0,0,0,0,0,0,0,0,0,0,0.128912314143667,-0.125670823772732,0.383182384614054,1896,1169.6,-2.71,"knn","training"
"55",1,0,0,0,0,0,0,0,0,0,0,0,0.107743555189549,-0.102606531409737,-0.360692482396736,904,421.6,-1.72,"knn","training"
"56",0,1,0,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.171799408498723,-0.427308142129045,360,252,-0.22,"knn","training"
"58",0,1,0,0,0,0,0,0,0,0,0,0,-0.400306659709283,-0.148735116135728,-0.4606159719952,104,143.2,0.38,"knn","training"
"59",0,1,0,0,0,0,0,0,0,0,0,0,-0.463812936571637,-0.24099228558771,-0.4606159719952,84,134.4,0.42,"knn","training"
"60",0,0,0,0,0,0,0,1,0,0,0,0,-0.146281552259867,-0.125670823772732,-0.4606159719952,296,207.2,-0.14,"knn","training"
"61",0,0,0,0,0,0,0,1,0,0,0,0,0.0230685193730773,-0.194863700861719,-0.449513362039815,232,207.2,0.12,"knn","training"
"62",0,0,0,0,0,0,0,1,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.50502641181674,16,24,0.25,"knn","training"
"63",0,0,0,0,0,0,0,1,0,0,0,0,-0.611994249250463,-0.217927993224714,-0.50502641181674,32,24,0.19,"knn","training"
"64",0,0,0,0,0,0,0,1,0,0,0,0,-0.675500526112817,-0.24099228558771,-0.493923801861355,8,24,0.28,"knn","training"
"65",0,0,0,0,0,0,0,1,0,0,0,0,-0.400306659709283,-0.125670823772732,-0.4606159719952,80,89.6,0.26,"knn","training"
"68",0,0,0,0,0,0,0,1,0,0,0,0,-0.675500526112817,-0.264056577950705,-0.471718581950585,32,24,0.19,"knn","training"
"69",0,0,0,0,0,0,0,1,0,0,0,0,0.234756108914257,-0.0103493619577544,-0.416205532173661,396,207.2,-0.54,"knn","training"
"70",0,0,0,0,0,1,0,0,0,0,0,0,-0.675500526112817,-0.24099228558771,-0.50502641181674,4,12.44,0.25,"knn","training"
"71",0,0,0,0,0,0,0,0,0,0,0,1,0.721637564858971,0.197229269309205,-0.371795092352121,592,787.2,1.01,"knn","training"
"75",0,0,0,0,0,0,0,0,0,0,0,1,-0.654331767158699,-0.264056577950705,-0.50502641181674,12,16,0.23,"knn","training"
"76",0,0,0,0,0,0,0,0,0,1,0,0,-0.146281552259867,-0.0103493619577544,-0.405102922218276,248,484,1.17,"knn","training"
"77",0,0,0,0,0,0,0,0,0,1,0,0,-0.315631623892811,-0.217927993224714,-0.449513362039815,72,408.8,1.58,"knn","training"
"79",0,0,0,0,0,0,0,0,0,1,0,0,-0.0827752753975127,-0.03341365432075,-0.260768992798272,1472,498.4,-3.7,"knn","training"
"80",0,0,0,1,0,0,0,0,0,0,0,0,1.16618150289545,0.0588435151312322,-0.183050723110577,1684,1117.6,-2.06,"knn","training"
"7",1,0,0,0,0,0,0,0,0,0,0,0,-0.611994249250463,-0.264056577950705,-0.471718581950585,44,51.2,0.34,"knn","testing"
"10",1,0,0,0,0,0,0,0,0,0,0,0,-0.654331767158699,-0.264056577950705,-0.48282119190597,40,51.2,0.35,"knn","testing"
"13",1,0,0,0,0,0,0,0,0,0,0,0,-0.506150454479873,-0.264056577950705,-0.48282119190597,40,60.8,0.4,"knn","testing"
"15",1,0,0,0,0,0,0,0,0,0,0,0,1.82241303047311,-0.102606531409737,0.127822355640201,1396,1292,-0.14,"knn","testing"
"16",1,0,0,0,0,0,0,0,0,0,0,0,-0.548487972388109,-0.217927993224714,-0.50502641181674,32,51.2,0.39,"knn","testing"
"22",0,0,0,0,0,0,0,0,0,0,1,0,3.28305739830725,0.704643701295107,0.105617135729431,1576,1295.2,-0.9,"knn","testing"
"28",0,0,0,0,0,0,0,1,0,0,0,0,-0.506150454479873,-0.24099228558771,-0.449513362039815,88,36.8,0.09,"knn","testing"
"35",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1232,0.31,"knn","testing"
"37",0,0,1,0,0,0,0,0,0,0,0,0,-0.103944034351631,-0.194863700861719,2.60370437569104,1232,1232,0.31,"knn","testing"
"42",0,0,0,0,0,0,1,0,0,0,0,0,-0.527319213433991,-0.264056577950705,-0.449513362039815,84,36,0.1,"knn","testing"
"45",1,0,0,0,0,0,0,0,0,0,0,0,-0.0192689985351587,-0.148735116135728,0.0501040859525063,1536,760,-3.04,"knn","testing"
"54",1,0,0,0,0,0,0,0,0,0,0,0,0.467612457409555,-0.217927993224714,-0.427308142129045,432,612,1.08,"knn","testing"
"57",0,1,0,0,0,0,0,0,0,0,0,0,0.0230685193730773,0.0357792227682367,-0.371795092352121,656,216.8,-1.59,"knn","testing"
"66",0,0,0,0,0,0,0,1,0,0,0,0,-0.654331767158699,-0.264056577950705,-0.50502641181674,0,24,0.41,"knn","testing"
"67",0,0,0,0,0,0,0,1,0,0,0,0,1.20851902080369,0.243357854035197,-0.0387167936905731,824,688.8,-0.28,"knn","testing"
"72",0,0,0,0,0,0,0,0,0,1,0,0,-0.654331767158699,-0.217927993224714,-0.493923801861355,16,257.71,1.35,"knn","testing"
"74",0,0,0,0,0,0,0,0,0,0,0,1,0.404106180547201,0.0127149304052411,-0.349589872441351,344,421.6,0.64,"knn","testing"
"78",0,0,0,0,0,1,0,0,0,0,0,0,-0.463812936571637,-0.217927993224714,-0.471718581950585,88,63.2,0.2,"knn","testing"
